Customer ID,Name,Age,Gender,Email,Phone,City,State,Country,Region,Join Date,Last Purchase,Orders,Average Order Value,Total Revenue,Customer Lifetime Value,Annual Income,Monthly Income,Satisfaction Score,Customer Score,Churn Risk,Segment,Loyalty Level,Favorite Category,Payment Method,Acquisition Channel,Discount Usage (%),Returns,Support Tickets,Website Visits,App Sessions,Wishlist Items,Cart Abandonments,Referral Count,Coupon Used,Premium Member,Newsletter,Days Since Last Purchase
1906,Angelica Smith,33,Male,nicole44@example.net,8904833465,South Brian,Connecticut,India,Central,2025-02-02,2026-07-06,94,6653,625382,970445.74,1296432,108036,3.0,100.0,7.5,VIP,Platinum,Fashion,Net Banking,Website,10,6,11,40,79,33,10,10,No,No,Subscribed,15
1907,Jay Santiago,45,Male,hendersonroberto@example.net,4059974308,South Alexandria,Tennessee,India,West,2021-09-14,2025-12-17,50,4104,205200,396394.31,695114,57926,3.3,100.0,47.0,Premium,Gold,Fashion,UPI,Google Ads,15,9,9,264,122,27,5,3,No,Yes,Not Subscribed,216
1908,Kimberly Mccarthy,62,Female,scottmartinez@example.net,0415578137,North Mary,Texas,India,South,2021-12-05,2026-01-17,23,5277,121371,234594.53,2081997,173499,3.9,100.0,41.0,Premium,Gold,Fashion,Cash,Google Ads,61,5,11,90,170,2,5,7,No,No,Subscribed,185
1909,Matthew Hendrix,28,Female,timothy94@example.net,3317827305,Taylorhaven,Maryland,India,Central,2022-08-21,2026-01-31,69,2666,183954,474578.62,2596039,216336,4.0,100.0,40.0,Premium,Gold,Electronics,Cash,Google Ads,10,9,19,188,21,24,21,23,No,No,Not Subscribed,171
1910,Mallory Dorsey,60,Female,tmeyer@example.com,0157746621,Meganmouth,South Dakota,India,East,2024-01-18,2025-10-24,33,6786,223938,455874.44,1249320,104110,4.6,100.0,34.0,Premium,Gold,Beauty,Net Banking,Facebook,0,0,8,42,94,10,9,4,No,No,Not Subscribed,270
1911,David Leach,49,Male,edward58@example.com,7292990722,Bradleytown,Connecticut,India,North,2024-06-09,2025-09-08,76,4349,330524,1051542.4,2762875,230239,4.2,100.0,38.0,VIP,Platinum,Fashion,Wallet,Email Campaign,97,1,3,159,96,28,30,1,No,No,Subscribed,316
1912,Leonard Ayala,66,Female,perezfrank@example.net,8688339238,East Michael,Kentucky,India,North,2025-10-15,2025-11-09,17,7934,134878,338425.39,366848,30570,2.6,86.98,57.0,Premium,Gold,Books,Debit Card,Instagram,88,9,2,241,123,2,26,20,No,Yes,Subscribed,254
1913,Rodney Mason,24,Female,alopez@example.com,0356574808,Lake Kevinshire,Hawaii,India,North,2022-11-12,2025-11-13,85,2941,249985,308156.46,2293998,191166,4.0,100.0,40.0,Premium,Gold,Books,UPI,Instagram,16,2,12,142,89,30,10,5,Yes,Yes,Subscribed,250
1914,Robert Castillo,66,Female,adam60@example.org,2664609614,North Brandonville,Nevada,India,West,2025-06-23,2026-01-18,116,4613,535108,1113008.99,628786,52398,4.9,100.0,31.0,VIP,Platinum,Electronics,Wallet,Facebook,87,1,13,205,133,32,2,11,No,No,Not Subscribed,184
1915,Philip Davenport,61,Female,kyle43@example.org,1784627420,Elizabethside,Oregon,India,North,2026-06-11,2026-07-13,54,3896,210384,558603.74,2692205,224350,4.7,100.0,0.0,Premium,Gold,Home,UPI,Google Ads,5,7,13,127,99,16,13,20,No,Yes,Not Subscribed,8
1916,William Orozco,25,Male,brianayala@example.org,1665691070,Port Troyborough,Texas,India,South,2022-10-14,2025-12-26,76,3237,246012,560869.94,1038024,86502,3.0,100.0,50.0,Premium,Gold,Fashion,Credit Card,Google Ads,33,11,2,266,38,23,12,19,Yes,Yes,Not Subscribed,207
1917,Roberta Smith,54,Female,michaelsampson@example.com,2276434946,Brucemouth,Illinois,India,East,2024-10-01,2025-12-23,108,6724,726192,2192569.02,1876688,156390,3.9,100.0,41.0,VIP,Platinum,Electronics,Wallet,Mobile App,70,9,16,251,146,32,20,19,No,Yes,Subscribed,210
1918,Justin Oneal,40,Male,christopher60@example.org,9538875598,North Jorge,California,India,West,2025-02-20,2026-05-13,7,2628,18396,55968.28,1880246,156687,3.9,56.68,38.5,New,Bronze,Electronics,Debit Card,Website,23,5,11,293,187,5,13,8,Yes,No,Not Subscribed,69
1919,Emily Keith,43,Male,suzannebrandt@example.net,3016430329,Dawnport,Iowa,India,North,2024-05-11,2026-01-16,50,2169,108450,404504.31,2791491,232624,2.7,100.0,53.0,Regular,Silver,Fashion,Wallet,Instagram,64,13,7,243,174,1,26,16,No,Yes,Not Subscribed,186
1920,Jeremy Robbins,68,Male,brittanyparker@example.net,8674047724,Hernandezhaven,Indiana,India,South,2022-09-14,2026-02-22,2,3885,7770,13133.35,1999774,166647,3.7,42.55,61.0,At Risk,Bronze,Beauty,Debit Card,Email Campaign,82,11,15,237,95,25,19,23,No,Yes,Subscribed,149
1921,Doris Phillips,69,Female,ortizcourtney@example.net,0099784429,North Nicolas,Kentucky,India,North,2026-04-28,2025-12-05,91,789,71799,126684.22,918350,76529,3.7,100.0,43.0,Regular,Silver,Books,UPI,Email Campaign,2,6,4,162,196,33,5,22,No,Yes,Not Subscribed,228
1922,David Anderson,26,Male,rodneyhunter@example.net,0248910557,West Katiehaven,West Virginia,India,East,2026-04-30,2025-07-25,53,1162,61586,92467.27,2409445,200787,4.2,100.0,38.0,Regular,Silver,Home,Wallet,Google Ads,19,0,7,281,0,27,27,21,No,Yes,Subscribed,361
1923,Jose Baker,53,Female,patricia51@example.net,3434407080,New Mark,Tennessee,India,South,2025-04-07,2025-08-28,86,7664,659104,900728.15,681907,56825,2.7,100.0,53.0,VIP,Platinum,Sports,Net Banking,Facebook,20,2,14,253,154,1,25,6,No,Yes,Not Subscribed,327
1924,Kelly Morris,59,Female,yfernandez@example.net,5907312821,Parkerberg,Connecticut,India,West,2022-08-09,2025-09-11,65,1103,71695,207206.76,914232,76186,3.5,100.0,45.0,Regular,Silver,Fashion,Credit Card,Referral,41,8,10,10,49,12,21,15,No,Yes,Subscribed,313
1925,Teresa Dixon,49,Female,jonathan78@example.net,7707050709,South Elizabeth,Idaho,India,South,2023-07-23,2026-02-02,82,6140,503480,863282.92,701541,58461,4.2,100.0,38.0,VIP,Platinum,Groceries,Net Banking,Facebook,19,8,10,69,176,28,30,22,Yes,No,Subscribed,169
1926,Scott White,70,Male,jennifer32@example.com,7207980470,South Cassandra,North Dakota,India,North,2023-09-11,2026-02-21,52,4606,239512,570616.86,508317,42359,3.6,100.0,44.0,Premium,Gold,Electronics,Cash,Google Ads,8,4,12,173,38,18,27,19,No,Yes,Subscribed,150
1927,Victor Alvarado,50,Male,isabellapearson@example.net,3691845441,Shaunshire,Georgia,India,North,2025-08-15,2026-06-07,10,3187,31870,48254.06,2712481,226040,3.7,63.37,25.0,New,Bronze,Home,Net Banking,Email Campaign,63,13,8,299,22,15,12,23,No,No,Not Subscribed,44
1928,Alison Ross,26,Male,juliasmith@example.com,1599527478,Jessicaborough,Indiana,India,South,2025-07-26,2026-03-08,104,6651,691704,1525550.08,2630254,219187,4.1,100.0,39.0,VIP,Platinum,Home,Cash,Email Campaign,84,8,18,17,33,36,9,17,Yes,No,Not Subscribed,135
1929,Chad Holland,47,Female,charlesortega@example.net,7561961765,Port Andrewton,Hawaii,India,West,2026-06-19,2026-06-04,51,1129,57579,177156.62,1247041,103920,4.8,100.0,5.5,Regular,Bronze,Beauty,Wallet,Instagram,68,13,10,179,4,2,22,18,No,No,Not Subscribed,47
1930,Victor Coleman,50,Male,pamela87@example.org,5125380631,South Mary,Missouri,India,South,2022-10-16,2026-06-06,73,6209,453257,1311294.85,1779216,148268,4.9,100.0,3.5,VIP,Platinum,Sports,Debit Card,Referral,96,6,12,12,29,37,24,9,Yes,No,Not Subscribed,45
1931,Valerie Clark,24,Female,rschultz@example.org,4622689753,Lake Jorge,Indiana,India,South,2023-12-03,2025-07-21,5,6279,31395,81022.26,2493566,207797,2.6,42.28,69.0,New,Bronze,Beauty,Debit Card,Google Ads,56,4,0,76,7,14,29,20,Yes,Yes,Subscribed,365
1932,Amber Anderson,18,Female,wallacesean@example.org,4449419964,Lake Jose,Illinois,India,West,2026-05-27,2025-11-05,62,4011,248682,931091.31,2107554,175629,2.9,100.0,51.0,Premium,Gold,Home,Debit Card,Facebook,2,6,20,232,57,18,24,8,No,No,Subscribed,258
1933,Angela Smith,47,Male,katiegriffin@example.net,5736850705,Christopherville,Alaska,India,Central,2025-02-24,2026-03-09,90,520,46800,98444.63,1617245,134770,3.7,100.0,43.0,Regular,Bronze,Sports,Net Banking,Email Campaign,36,6,18,213,125,30,1,10,Yes,Yes,Subscribed,134
1934,Sharon Davis,43,Female,bchavez@example.com,9144566196,North Jenniferton,Virginia,India,Central,2021-08-27,2025-12-13,76,6584,500384,1894390.97,1384752,115396,5.0,100.0,30.0,VIP,Platinum,Electronics,Cash,Website,70,15,7,30,193,22,16,16,Yes,No,Subscribed,220
1935,Joseph Nelson,24,Male,mackaaron@example.org,5576475665,Castilloport,Colorado,India,Central,2026-02-11,2025-10-29,23,3960,91080,308006.38,2009817,167484,2.8,92.22,52.0,Regular,Silver,Electronics,Credit Card,Instagram,34,15,16,29,175,2,18,10,Yes,No,Not Subscribed,265
1936,Kathy Morgan,25,Female,nstone@example.org,3309462147,Sampsonmouth,Iowa,India,Central,2026-01-14,2026-03-11,60,6796,407760,1266755.6,421485,35123,2.6,100.0,54.0,VIP,Platinum,Groceries,Net Banking,Facebook,74,1,1,235,53,33,16,10,Yes,No,Not Subscribed,132
1937,Melissa Merritt,36,Male,marygibbs@example.com,4289078162,Rodriguezton,New Mexico,India,West,2025-11-05,2025-09-29,74,2400,177600,591893.07,2918530,243210,4.9,100.0,31.0,Premium,Gold,Electronics,Net Banking,Facebook,70,8,3,112,27,36,16,10,Yes,Yes,Subscribed,295
1938,Daniel Kirby,30,Male,zsanders@example.net,3670590411,Lynchborough,Connecticut,India,East,2023-04-09,2025-08-19,17,5909,100453,261988.11,1311658,109304,4.1,95.09,42.0,Regular,Silver,Groceries,Credit Card,Mobile App,90,5,11,39,26,5,30,18,No,No,Subscribed,336
1939,Brooke Irwin,54,Female,kramos@example.net,0874961229,Weaverport,Virginia,India,South,2025-05-02,2025-12-03,74,2815,208310,284122.09,1011019,84251,3.3,100.0,47.0,Premium,Gold,Sports,Wallet,Facebook,57,1,7,76,63,35,17,22,No,No,Subscribed,230
1940,Taylor Atkinson,58,Female,jonathanrobinson@example.com,8686274823,Brownmouth,Kentucky,India,South,2026-05-05,2025-11-22,94,4789,450166,1215817.51,1592937,132744,4.7,100.0,33.0,VIP,Platinum,Beauty,Cash,Mobile App,9,6,9,13,165,13,18,19,No,No,Not Subscribed,241
1941,Tony Cook,60,Male,allen33@example.com,2115678140,West Karen,Montana,India,North,2024-08-01,2026-01-06,13,4682,60866,104144.01,1251676,104306,2.9,67.17,58.0,Regular,Silver,Fashion,Debit Card,Google Ads,96,6,20,234,180,0,5,12,Yes,No,Subscribed,196
1942,Kyle Lynch,40,Female,davidsonshannon@example.com,0942315963,North Nicole,South Carolina,India,Central,2022-01-26,2025-12-03,71,3168,224928,338465.21,1186432,98869,4.6,100.0,34.0,Premium,Gold,Sports,Net Banking,Email Campaign,13,2,15,265,106,3,10,14,No,Yes,Subscribed,230
1943,Bryan Rodriguez,63,Male,fletcherpatrick@example.net,0479046449,West Coreybury,South Carolina,India,North,2026-07-12,2026-04-16,30,983,29490,106071.26,2475774,206314,4.9,100.0,29.0,New,Bronze,Groceries,Debit Card,Referral,56,10,14,143,8,22,16,19,Yes,Yes,Not Subscribed,96
1944,Jonathan Moore,18,Female,keyjacqueline@example.org,6890098606,Michellechester,South Dakota,India,West,2024-05-13,2026-06-18,68,4449,302532,450163.67,2948648,245720,2.9,100.0,17.5,VIP,Platinum,Home,Debit Card,Facebook,97,15,5,198,82,21,24,14,No,No,Not Subscribed,33
1945,Ronald Sharp,62,Female,garciakatherine@example.net,9420670805,West Yolanda,Alabama,India,North,2025-07-08,2026-02-05,96,3032,291072,588699.83,2148373,179031,3.4,100.0,46.0,VIP,Platinum,Sports,Debit Card,Referral,22,11,14,158,76,33,17,4,Yes,Yes,Not Subscribed,166
1946,Jonathan Holland,24,Male,ldawson@example.net,7240030315,South Michaelside,Rhode Island,India,North,2023-05-22,2025-12-17,95,4045,384275,937031.69,1297132,108094,4.5,100.0,35.0,VIP,Platinum,Books,Net Banking,Website,69,11,2,168,117,27,9,23,No,Yes,Not Subscribed,216
1947,Ryan Mejia,66,Male,cheryl76@example.com,9495832519,East Michellefurt,Iowa,India,Central,2024-09-04,2025-11-14,26,4628,120328,374413.21,534000,44500,4.6,100.0,34.0,Premium,Gold,Sports,UPI,Google Ads,28,8,13,170,179,3,5,24,Yes,Yes,Not Subscribed,249
1948,Jason Randolph,65,Female,tonyaramos@example.com,0859426823,Jamesview,Kentucky,India,West,2022-10-05,2025-12-01,89,2474,220186,753187.32,2516937,209744,3.9,100.0,41.0,Premium,Gold,Electronics,Credit Card,Instagram,31,9,19,189,35,17,24,10,No,No,Not Subscribed,232
1949,Amanda White,51,Male,alexandrasmith@example.org,5769415139,East Rebecca,Indiana,India,West,2022-09-13,2025-10-25,69,4955,341895,416990.96,2933667,244472,3.0,100.0,50.0,VIP,Platinum,Sports,Wallet,Referral,21,8,4,242,22,24,3,21,Yes,No,Not Subscribed,269
1950,Thomas Smith,65,Female,chelseaallen@example.com,2523243421,Moodychester,Massachusetts,India,West,2023-12-19,2025-12-05,93,7098,660114,1100835.44,1154291,96190,4.1,100.0,39.0,VIP,Platinum,Sports,Wallet,Mobile App,3,6,17,181,166,17,15,17,Yes,Yes,Subscribed,228
1951,Sherry Martin,68,Male,henryolivia@example.com,0645580482,Hodgeside,Hawaii,India,South,2025-09-06,2026-01-01,74,2798,207052,297061.37,986943,82245,4.8,100.0,32.0,Premium,Gold,Fashion,Debit Card,Instagram,89,7,4,266,192,0,27,24,No,Yes,Not Subscribed,201
1952,April Lopez,35,Female,adrienne29@example.org,0625873608,Port Erica,Nebraska,India,East,2023-03-08,2026-01-24,9,7408,66672,173467.63,938648,78220,3.3,64.33,58.0,Regular,Silver,Electronics,Net Banking,Mobile App,67,7,2,138,196,0,1,7,Yes,Yes,Subscribed,178
1953,Douglas Harris,45,Female,stantonvictoria@example.com,1153270341,Katherineside,North Carolina,India,South,2023-06-15,2025-11-05,86,2980,256280,887960.01,288048,24004,3.3,100.0,47.0,VIP,Platinum,Sports,Cash,Referral,57,12,11,231,25,27,26,25,Yes,Yes,Subscribed,258
1954,Heather Fisher,27,Female,cdavis@example.net,0805382898,Lake Misty,Missouri,India,North,2024-07-25,2025-08-04,54,1914,103356,352560.59,1960365,163363,4.8,100.0,32.0,Regular,Silver,Groceries,Wallet,Google Ads,40,12,9,112,76,28,12,1,Yes,Yes,Subscribed,351
1955,Laurie Rivera,54,Male,megan76@example.com,5125622208,Ericaberg,Pennsylvania,India,East,2024-09-03,2026-03-18,57,1950,111150,283847.05,2980772,248397,4.1,100.0,39.0,Regular,Silver,Beauty,Credit Card,Email Campaign,50,14,6,206,53,4,12,6,No,No,Subscribed,125
1956,Ariel Gross,24,Female,clarkbrian@example.org,0699399451,New Jennifer,South Carolina,India,South,2025-10-18,2025-11-07,51,7808,398208,635479.08,309900,25825,3.1,100.0,49.0,VIP,Platinum,Electronics,UPI,Google Ads,26,12,9,30,131,18,25,21,Yes,No,Subscribed,256
1957,Donald James,34,Male,ssmith@example.org,8571036305,Durhammouth,South Dakota,India,North,2022-11-27,2026-01-16,13,1000,13000,39710.54,660711,55059,3.5,63.6,52.0,At Risk,Bronze,Electronics,UPI,Instagram,30,12,13,96,192,9,16,8,No,Yes,Not Subscribed,186
1958,Austin Perkins,47,Female,charles35@example.org,8886081107,East Jane,Alaska,India,South,2022-07-15,2025-12-20,115,5209,599035,1267071.55,686593,57216,4.1,100.0,39.0,VIP,Platinum,Books,Wallet,Website,65,9,16,223,20,2,12,23,Yes,Yes,Not Subscribed,213
1959,John Mcpherson,18,Female,romeromatthew@example.net,4437213267,Port Sherri,Virginia,India,West,2024-12-08,2026-02-11,3,5719,17157,25223.36,1348264,112355,4.0,49.43,57.0,New,Bronze,Electronics,UPI,Website,42,6,16,59,184,24,28,4,No,No,Not Subscribed,160
1960,Brenda Sutton,52,Female,owenjesse@example.com,0979756842,North Lisafort,Louisiana,India,East,2024-04-05,2025-10-25,112,2309,258608,880757.29,868665,72388,4.8,100.0,32.0,VIP,Platinum,Home,Cash,Mobile App,55,11,1,95,174,17,4,6,No,No,Subscribed,269
1961,Steven George,47,Male,danielmoore@example.com,9746030231,South Kristintown,Maryland,India,North,2025-03-23,2026-07-05,119,625,74375,222101.88,969475,80789,4.0,100.0,0.0,Regular,Silver,Sports,Net Banking,Facebook,47,0,5,129,169,1,11,20,Yes,No,Not Subscribed,16
1962,Gregory Sanchez,32,Male,troyedwards@example.net,1859206304,Port Shawn,Montana,India,South,2025-12-22,2025-10-11,16,4592,73472,234103.42,1318391,109865,3.6,82.69,48.0,Regular,Silver,Home,Wallet,Mobile App,97,10,11,135,188,4,5,18,Yes,Yes,Subscribed,283
1963,Christopher Beasley,70,Male,smithmaurice@example.org,0179251362,North Jasonmouth,Arizona,India,Central,2025-05-22,2026-05-20,116,4996,579536,804271.28,2991294,249274,3.0,100.0,31.0,VIP,Platinum,Beauty,Debit Card,Facebook,65,11,4,61,112,25,17,0,No,Yes,Not Subscribed,62
1964,Gregory Jefferson,20,Female,walllarry@example.org,6961360772,Michaelshire,Oklahoma,India,North,2024-04-19,2026-04-25,95,2367,224865,846799.95,819884,68323,3.2,100.0,41.5,Premium,Gold,Books,UPI,Website,76,2,7,156,61,3,7,22,Yes,No,Not Subscribed,87
1965,Adrian Fitzgerald,56,Female,hannahclay@example.com,3350162625,Nicholasville,New York,India,South,2026-01-16,2025-09-24,31,5096,157976,284186.17,1431596,119299,3.2,100.0,48.0,Premium,Gold,Fashion,Cash,Instagram,97,7,15,206,90,16,6,19,No,Yes,Subscribed,300
1966,John Johns,32,Male,elizabeth51@example.org,2096730924,Lake Meganmouth,Oregon,India,Central,2023-12-05,2026-01-31,82,2586,212052,707180.85,1455787,121315,3.9,100.0,41.0,Premium,Gold,Groceries,Credit Card,Email Campaign,83,7,4,28,131,20,25,0,No,No,Subscribed,171
1967,Crystal Barnes,39,Male,john90@example.org,3857433919,North Lauraport,Connecticut,India,East,2022-04-14,2025-11-22,72,1526,109872,392176.44,2207164,183930,3.7,100.0,43.0,Regular,Silver,Fashion,Cash,Referral,13,1,19,31,123,16,9,8,Yes,Yes,Not Subscribed,241
1968,Philip Maldonado,25,Female,fward@example.net,6831465003,Williamport,Missouri,India,East,2026-05-31,2025-11-17,92,580,53360,68133.41,1324581,110381,3.4,100.0,46.0,Regular,Bronze,Home,UPI,Email Campaign,67,8,16,207,84,31,24,6,No,No,Not Subscribed,246
1969,Michelle Roberts,18,Female,brianshaw@example.net,2320165198,Manningville,New York,India,South,2022-11-07,2026-07-20,51,3600,183600,568607.21,1475510,122959,4.6,100.0,0.0,Premium,Gold,Beauty,Debit Card,Facebook,60,8,3,80,1,35,3,17,Yes,Yes,Not Subscribed,1
1970,Kathy Johnson,26,Female,david92@example.com,7504616228,Reedside,West Virginia,India,North,2023-05-04,2025-08-01,28,5258,147224,271241.56,1780986,148415,2.8,100.0,52.0,Premium,Gold,Beauty,Net Banking,Facebook,2,4,12,173,123,28,11,4,No,Yes,Subscribed,354
1971,Monica Grant,60,Male,kmueller@example.org,0487103653,Christopherport,Georgia,India,West,2022-09-22,2026-05-01,52,4349,226148,579034.62,2179099,181591,3.3,100.0,37.5,Premium,Gold,Beauty,Cash,Email Campaign,33,2,7,178,62,31,12,8,Yes,Yes,Subscribed,81
1972,Jennifer Page,31,Female,lwilson@example.com,5314595508,South Jenniferstad,Maryland,India,South,2024-12-25,2026-03-21,47,1611,75717,236637.79,1915690,159640,2.6,100.0,54.0,Regular,Silver,Groceries,UPI,Referral,83,11,6,97,153,35,26,14,Yes,Yes,Subscribed,122
1973,Thomas Dickson,34,Female,qpruitt@example.org,2943610909,Brianhaven,Delaware,India,East,2024-03-05,2026-06-30,43,2730,117390,362915.46,1096012,91334,4.2,100.0,0.0,Regular,Silver,Sports,Cash,Facebook,83,14,14,23,70,37,30,19,Yes,No,Not Subscribed,21
1974,Joseph Jordan,70,Female,scott23@example.com,7417060225,Lake Dominique,Illinois,India,East,2024-11-05,2025-10-16,62,4192,259904,469344.36,1864580,155381,2.7,100.0,53.0,VIP,Platinum,Electronics,Wallet,Google Ads,4,6,8,15,87,30,6,12,Yes,Yes,Not Subscribed,278
1975,Jonathan Davis,69,Male,llopez@example.net,9541754016,West Kelseyview,Oklahoma,India,West,2023-05-20,2025-11-30,55,5619,309045,884403.57,1150001,95833,2.6,100.0,54.0,VIP,Platinum,Books,Credit Card,Referral,91,5,3,262,169,32,14,21,No,Yes,Not Subscribed,233
1976,Fred Wilson,38,Female,christinalewis@example.net,9108296561,Paulchester,New Mexico,India,South,2022-12-03,2026-05-07,53,2525,133825,267827.62,544206,45350,2.8,100.0,39.5,Premium,Gold,Groceries,Net Banking,Instagram,33,10,14,289,182,26,14,3,No,Yes,Subscribed,75
1977,Nicholas Ford,53,Male,patrick50@example.net,5014399925,New Ryan,Alabama,India,Central,2026-05-02,2025-09-25,16,1861,29776,101497.16,2608089,217340,4.1,78.96,43.0,New,Bronze,Sports,Credit Card,Google Ads,68,11,20,89,66,36,30,21,Yes,No,Subscribed,299
1978,Drew Cooper,64,Female,kathy14@example.org,5520328659,Port Michaelhaven,Indiana,India,Central,2025-12-27,2026-02-06,43,7673,329939,711535.11,2201187,183432,4.3,100.0,37.0,VIP,Platinum,Sports,UPI,Google Ads,7,8,6,238,106,13,3,16,No,Yes,Not Subscribed,165
1979,Lisa Wise,70,Male,hornmatthew@example.org,7308303884,Marshallfurt,Pennsylvania,India,West,2025-11-01,2026-03-03,80,7337,586960,1094195.1,2546115,212176,4.3,100.0,37.0,VIP,Platinum,Sports,Credit Card,Email Campaign,12,8,9,6,1,3,23,23,No,No,Subscribed,140
1980,Douglas Barker,27,Male,perkinsdeborah@example.net,5071970957,Angelchester,Pennsylvania,India,North,2021-11-28,2025-10-06,94,3963,372522,749553.87,419241,34936,3.6,100.0,44.0,VIP,Platinum,Home,Cash,Referral,77,15,5,215,134,10,5,23,No,Yes,Not Subscribed,288
1981,Sherry Gamble,31,Female,john76@example.com,8431556769,New Nicholas,West Virginia,India,East,2024-12-03,2025-12-24,92,4476,411792,1110553.74,2763259,230271,2.9,100.0,51.0,VIP,Platinum,Home,Wallet,Email Campaign,47,3,20,250,176,12,25,13,No,No,Not Subscribed,209
1982,Robert Martin,50,Female,qrobinson@example.org,0391905665,West James,New Hampshire,India,Central,2025-07-24,2025-12-12,86,6455,555130,1017446.51,2281364,190113,4.8,100.0,32.0,VIP,Platinum,Sports,Wallet,Email Campaign,7,10,6,78,90,37,1,25,No,Yes,Not Subscribed,221
1983,Randy Pearson,30,Female,edwardray@example.net,6816051917,Port John,West Virginia,India,North,2025-12-05,2026-05-20,82,1375,112750,274682.24,1191198,99266,4.3,100.0,18.0,Regular,Silver,Sports,Debit Card,Website,32,1,5,184,96,3,1,9,No,No,Not Subscribed,62
1984,John Wright,40,Male,stevenferguson@example.org,1843413571,Martinezville,West Virginia,India,West,2025-12-23,2026-07-16,1,4086,4086,6077.1,903260,75271,4.7,49.82,4.5,At Risk,Bronze,Groceries,Net Banking,Email Campaign,73,14,3,229,110,13,23,10,No,Yes,Not Subscribed,5
1985,Yolanda Murray,28,Male,anthonyharris@example.com,3541455647,Huntmouth,Pennsylvania,India,East,2022-10-21,2026-01-23,66,4987,329142,933313.01,2292964,191080,4.8,100.0,32.0,VIP,Platinum,Electronics,UPI,Mobile App,52,14,12,74,42,28,1,4,No,Yes,Subscribed,179
1986,Gregory Powell,38,Female,bwalsh@example.org,3830148578,Smithhaven,Arkansas,India,West,2023-02-25,2025-12-09,114,4452,507528,775445.83,2005491,167124,2.6,100.0,54.0,VIP,Platinum,Sports,Cash,Website,36,12,14,267,40,2,21,6,Yes,No,Not Subscribed,224
1987,Pamela Sparks,20,Male,penny89@example.org,4462882617,Port Amyborough,Wisconsin,India,West,2021-12-26,2025-12-11,31,2608,80848,103221.1,2866543,238878,4.7,100.0,33.0,Regular,Silver,Sports,Net Banking,Facebook,60,7,2,74,39,3,26,22,No,No,Not Subscribed,222
1988,Lindsey Davenport,59,Male,greenjames@example.org,3722938045,West Ashley,Tennessee,India,East,2022-12-08,2025-07-26,95,5701,541595,901634.31,907550,75629,4.1,100.0,39.0,VIP,Platinum,Books,Debit Card,Google Ads,83,3,13,294,71,14,10,7,No,Yes,Not Subscribed,360
1989,Christopher Mitchell,53,Male,lscott@example.net,3868133722,West Michaelborough,Texas,India,East,2024-09-23,2025-12-05,114,1055,120270,219297.57,2428076,202339,2.6,100.0,54.0,Premium,Gold,Books,Cash,Email Campaign,42,14,7,100,29,14,12,24,No,No,Not Subscribed,228
1990,Bethany Diaz,39,Female,austinthompson@example.org,7160338417,East Williamport,Rhode Island,India,South,2023-12-01,2025-09-05,15,3082,46230,69796.7,2097454,174787,2.5,64.25,60.0,Regular,Bronze,Beauty,UPI,Website,94,11,11,259,2,23,30,5,No,No,Not Subscribed,319
1991,Virginia Kennedy,36,Male,rgentry@example.com,0503916781,South Chelsea,Iowa,India,South,2025-12-14,2026-05-04,25,3315,82875,299494.03,2710710,225892,4.0,100.0,29.0,Regular,Silver,Home,Net Banking,Mobile App,89,13,20,93,81,35,12,19,No,Yes,Subscribed,78
1992,Carolyn Fernandez,42,Male,shellycowan@example.net,2781469539,East Stacey,Wyoming,India,East,2025-05-09,2026-03-14,45,1015,45675,98298.61,2274039,189503,4.5,100.0,35.0,Regular,Bronze,Fashion,Cash,Instagram,75,14,11,43,149,12,15,16,Yes,Yes,Not Subscribed,129
1993,Grant Gonzales,69,Male,lisa61@example.net,5623067801,Johnsonland,Louisiana,India,East,2025-11-30,2026-03-05,112,2557,286384,944726.47,1651865,137655,3.8,100.0,42.0,VIP,Platinum,Electronics,Net Banking,Email Campaign,2,2,19,257,108,10,3,6,No,No,Not Subscribed,138
1994,Jane Jones,22,Female,annacowan@example.com,7120836248,Richardborough,New Hampshire,India,South,2025-07-19,2026-05-27,103,4035,415605,1330790.26,1291282,107606,2.9,100.0,28.5,VIP,Platinum,Books,UPI,Google Ads,18,4,8,235,10,32,3,0,Yes,Yes,Not Subscribed,55
1995,Amy Hester,22,Female,epark@example.org,7760639513,South Michaelfort,Maine,India,North,2025-12-18,2025-11-13,108,5051,545508,1507149.11,1303065,108588,3.1,100.0,49.0,VIP,Platinum,Electronics,Cash,Mobile App,98,9,17,66,34,25,16,3,Yes,Yes,Not Subscribed,250
1996,Charles Gutierrez,50,Male,deanna66@example.net,3756184535,Smallstad,Oregon,India,East,2026-05-28,2025-10-10,84,7947,667548,2518027.85,425324,35443,3.9,100.0,41.0,VIP,Platinum,Books,Wallet,Website,34,0,6,115,72,1,10,1,Yes,No,Not Subscribed,284
1997,Devin Lynch,63,Male,william61@example.net,7448923960,Markburgh,Minnesota,India,East,2025-03-21,2025-12-22,67,6403,429001,1433448.86,2062429,171869,4.5,100.0,35.0,VIP,Platinum,Beauty,Wallet,Facebook,75,1,20,99,27,15,2,3,No,No,Subscribed,211
1998,Marissa Price,26,Male,moorevalerie@example.net,9598816103,New Kelly,Iowa,India,South,2023-04-03,2025-12-29,116,4023,466668,1728192.16,2020102,168341,4.4,100.0,36.0,VIP,Platinum,Sports,Debit Card,Website,18,3,4,182,144,33,27,6,No,No,Not Subscribed,204
